Recipient Org:Identifier,Recipient Org:Charity Number,income,GENERAL CHARITABLE PURPOSES,EDUCATION/TRAINING,THE ADVANCEMENT OF HEALTH OR SAVING OF LIVES,DISABILITY,THE PREVENTION OR RELIEF OF POVERTY,OVERSEAS AID/FAMINE RELIEF,ACCOMMODATION/HOUSING,RELIGIOUS ACTIVITIES,ARTS/CULTURE/HERITAGE/SCIENCE,AMATEUR SPORT,ANIMALS,ENVIRONMENT/CONSERVATION/HERITAGE,ECONOMIC/COMMUNITY DEVELOPMENT/EMPLOYMENT,ARMED FORCES/EMERGENCY SERVICE EFFICIENCY,HUMAN RIGHTS/RELIGIOUS OR RACIAL HARMONY/EQUALITY OR DIVERSITY,RECREATION,OTHER CHARITABLE PURPOSES,CHILDREN/YOUNG PEOPLE,ELDERLY/OLD PEOPLE,PEOPLE WITH DISABILITIES,PEOPLE OF A PARTICULAR ETHNIC OR RACIAL ORIGIN,OTHER CHARITIES OR VOLUNTARY BODIES,OTHER DEFINED GROUPS,THE GENERAL PUBLIC/MANKIND,MAKES GRANTS TO INDIVIDUALS,MAKES GRANTS TO ORGANISATIONS,PROVIDES OTHER FINANCE,PROVIDES HUMAN RESOURCES,PROVIDES BUILDINGS/FACILITIES/OPEN SPACE,PROVIDES SERVICES,PROVIDES ADVOCACY/ADVICE/INFORMATION,SPONSORS OR UNDERTAKES RESEARCH,ACTS AS AN UMBRELLA OR RESOURCE BODY,OTHER CHARITABLE ACTIVITIES
360g-cabinetoffice-gizmo_the_diy_theatre_company,1123027,23175,,1,,,1,,,,1,,,,1,,,,,1,,1,1,,,1,,,,,1,1,,,,
360g-cabinetoffice-gladstone_connect,1097527,45220,,1,1,,1,,1,,1,1,,1,1,,,,,1,1,1,1,,,1,,,,1,1,1,1,1,1,
360g-cabinetoffice-gladstone_district_community_association,268326,260691,1,1,,,,,,,,,,,,,,,,,1,1,1,,,1,,,,,1,1,1,,1,
360g-cabinetoffice-gleadless_valley_foodbank,1154619,14179,1,,,,1,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,1
360g-cabinetoffice-gleadless_valley_wildlife_trust,1095061,7615,,1,,,,,,,1,1,1,1,1,,,,,1,1,1,,1,,1,,,,1,1,,,1,,
360g-cabinetoffice-global_community_outreach,1165717,,,1,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,
360g-cabinetoffice-golden_moon_youth_project,1105846,,1,1,,,,,1,,1,1,,1,1,,,,,1,,1,1,1,,1,,,,1,1,1,1,,,
360g-cabinetoffice-goldhill_play_association,512440,197035,1,,,,1,,,,,1,,,1,,,,,1,,1,,,,1,,,,1,1,,1,,,
360g-cabinetoffice-gorse_hill_baptist_church,1127294,150972,,,,,,,,1,,,,,,,,,,,,,,,,1,,,1,,1,1,,,,
360g-cabinetoffice-gorton_visual_arts,1138286,28585,,1,,,,,,,1,,,,,,,,,1,1,1,,,,,,,,,1,1,,,,1
360g-cabinetoffice-gospel_oak_community_centre,1099557,89332,,1,,,,,,,,1,,,1,,,,,1,,,,,,1,,,,,1,1,,,,
360g-cabinetoffice-grace_food_bank_sheffield,1156760,11799,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1
360g-cabinetoffice-grange_farm_hobbies_centre,1088500,59017,1,,,1,,,,,1,1,1,,,,,,,1,1,1,,,,1,,,,,1,,,,,
360g-cabinetoffice-grantox_charitable_trust,1048763,5818,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,1,,,
360g-cabinetoffice-grassroots_enterprise_for_social_inclusion_and_poverty_relief,1156503,0,1,,,,1,1,,,,,,,1,,,,,,,,,,,1,,,,1,,1,1,1,,
360g-cabinetoffice-great_yarmouth_community_trust,1095214,2455787,1,1,1,1,1,,,,1,1,,1,1,,,,1,1,1,1,1,1,,1,,,,1,1,1,1,1,1,
360g-cabinetoffice-great_yarmouth_community_trust,1095214,2455787,1,1,1,1,1,,,,1,1,,1,1,,,,1,1,1,1,1,1,,1,,,,1,1,1,1,1,1,
360g-cabinetoffice-greater_manchester_play_resources_unit,510740,147764,,1,,,1,,,,1,1,,1,1,,,1,,1,,,,,,,,,,,1,1,1,,1,
360g-cabinetoffice-greater_somali_community_network,1144635,2711,1,1,,,,,,,1,1,,,,,1,1,,1,1,1,1,,,,,,,,,1,1,,,
360g-cabinetoffice-green_city_action,1095725,35522,1,1,,1,,,,,1,1,,1,1,,,,,1,,1,1,,,1,,,,1,1,1,1,,1,
360g-cabinetoffice-green_synergy,1153883,91663,,1,1,,,,,,,,,1,1,,,,,1,1,1,,,,1,,,,,1,1,,,,
360g-cabinetoffice-green_synergy,1153883,91663,,1,1,,,,,,,,,1,1,,,,,1,1,1,,,,1,,,,,1,1,,,,
360g-cabinetoffice-green_synergy,1153883,91663,,1,1,,,,,,,,,1,1,,,,,1,1,1,,,,1,,,,,1,1,,,,
360g-cabinetoffice-greenfields_family_centre,1086110,37560,,1,,,,,,,,,,,,,,,,1,1,,,,,1,,,,,1,1,,,,
360g-cabinetoffice-greentop_community_circus,1054722,177542,,1,,,,,,,1,1,,,,,,,,1,,,,,1,,,,,,,1,,,,
360g-cabinetoffice-greenwich_gurkha_ex-servicemen,1145910,22328,,1,1,,1,,,,1,,,,,,,,,,1,,,,1,,,,,,,,1,1,,1
360g-cabinetoffice-grimethorpe_and_district_band,1102388,5362,,1,,,,,,,1,1,,,1,,,,,1,1,1,,1,,1,,,,1,1,,,,,
360g-cabinetoffice-grimethorpe_pentecostal_church,1052654,81657,,1,,,,,,1,,,,,1,,,,,1,1,,,,,1,,,,1,1,1,1,,,
360g-cabinetoffice-grimsby_cleethorpes_and_humber_region_ymca,1058613,2040395,1,1,,,,,1,1,,1,,,1,,,,,1,,1,,,,1,,,,1,1,1,1,,,1
360g-cabinetoffice-groundwork_dearne_valley,1049551,422860,,1,1,,,,,,1,,,1,1,,,1,,1,1,,,,1,,,,,,,1,,,,1
360g-cabinetoffice-groundwork_leicester_and_leicestershire,703009,1241384,,1,,,,,,,,,1,1,1,,,,,1,,,,1,1,1,,1,,,,1,,,,1
360g-cabinetoffice-groundwork_north_east,1017706,8960130,,1,,,,,,,,,,1,1,,,,,1,,,,,,1,,,,1,1,1,1,,,
360g-cabinetoffice-groundwork_north_east,1017706,8960130,,1,,,,,,,,,,1,1,,,,,1,,,,,,1,,,,1,1,1,1,,,
360g-cabinetoffice-groundwork_north_yorkshire,1094878,545308,1,1,1,,1,,,,1,1,,1,1,,,,,1,1,,,1,,1,,,,1,1,1,1,,,1
360g-cabinetoffice-groundwork_northamptonshire,1114205,974671,1,1,,,,,,,1,,,1,1,,,1,,1,1,1,,1,,1,,1,,1,1,1,1,,1,
360g-cabinetoffice-groundwork_west_midlands,1128858,2033663,,,,,,,,,,,,1,1,,,,,,,,,,,1,,,,,,1,,,,
360g-cabinetoffice-groundworks,1112987,,,1,,,1,,,1,,,,,1,,,,,1,1,1,1,,,1,,,,1,1,1,1,1,1,
360g-cabinetoffice-guidance_for_youth,1151376,1230,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,
360g-cabinetoffice-guildbourne_it_workshop,1145946,,1,1,,,,,,,,,,,,,,,1,,1,1,,1,1,1,,,,,,1,,,,1
360g-cabinetoffice-guinness_northern_counties,328179,,,,,,1,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,
360g-cabinetoffice-guru_nanak_gurdwara_south_birmingham,1107767,343204,1,1,,,,1,,1,1,1,,,,,1,,1,1,1,1,1,,,1,,1,1,1,1,1,,,,
360g-cabinetoffice-hackney_community_law_centre,1016171,589747,,1,,,1,,,,,,,,,,,,,,,,,1,1,1,,,,,,,1,,1,
360g-cabinetoffice-hackney_migrant_centre,1122363,144923,,1,1,,1,,,,,,,,,,,,,,,,,,1,,,,,1,,1,1,,,
360g-cabinetoffice-half_moon_young_people's_theatre,1010192,616872,,1,,1,,,,,1,,,,,,,,,1,,1,,,,,,,,,1,1,,,,
360g-cabinetoffice-half_moon_young_people's_theatre,1010192,616872,,1,,1,,,,,1,,,,,,,,,1,,1,,,,,,,,,1,1,,,,
360g-cabinetoffice-half_moon_young_people's_theatre,1010192,616872,,1,,1,,,,,1,,,,,,,,,1,,1,,,,,,,,,1,1,,,,
360g-cabinetoffice-halifax_opportunities_trust,1086183,4366746,,1,1,,1,,,,,,,,1,,,,,1,,,1,,,,,,,1,1,1,1,,,
360g-cabinetoffice-hall_green_little_theatre,251575,66037,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,1
360g-cabinetoffice-halton_community_partnership_trust,1150694,54840,,,,,1,,,,,,,,,,,,1,,,1,,1,,,,,,,1,1,,,,
360g-cabinetoffice-halton_disability_partnership,1138404,89673,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,1,
360g-cabinetoffice-halton_disability_partnership,1138404,89673,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,1,
360g-cabinetoffice-ham_and_petersham_sos,1136675,45429,,,,,,,,,,,,,1,,,,,,1,1,,,,,,,,,,1,1,,,
360g-cabinetoffice-hamaari,1149350,37693,,1,,,,,,,,1,,,1,,,,,1,,,1,,,1,,,,1,,1,1,,,
360g-cabinetoffice-hamara,1162962,812970,1,1,1,1,1,,,,,,,,1,,,1,,1,1,1,1,,,,,,,,,1,1,,,
360g-cabinetoffice-hampden_view_wesleyan_reform_church,1135326,14876,,,,,,,,1,,,,,,,,,,1,1,,,,,1,,,,,,1,,,,1
360g-cabinetoffice-handsworth_community_forum,1104806,,,1,,,1,,,,,1,,1,1,,,,,,,,,,,1,,,,,,1,1,,,
360g-cabinetoffice-hangar_arts_trust,1130037,129491,,1,,,,,,,1,1,,,1,,,,,1,,,,1,,1,,,,,1,,,,,
360g-cabinetoffice-hanseatic_union,1168076,20321,,,,,1,,,,,,,,,,1,,,,,,1,,,1,,,,,,1,1,,,
360g-cabinetoffice-harbour_place_day_centre,1068647,239510,1,1,1,,1,,,,,,,,,,,,,1,1,1,1,,,1,,,,1,1,1,1,,1,
360g-cabinetoffice-haringey_wrestling_club,1093830,1000,1,,,,1,,,,1,1,,,,,,1,,1,,,,,,,,,,,1,1,,,,
360g-cabinetoffice-harlesden_methodist_church,1134517,229211,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,1,,,,,1
360g-cabinetoffice-harlesden_methodist_church,1134517,229211,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,1,,,,,1
360g-cabinetoffice-harold_road_centre,293296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360g-cabinetoffice-harpurhey_neighbourhood_project,509312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360g-cabinetoffice-hartcliffe_community_park_farm,298805,32005,1,1,,1,,,,,,,1,,1,,,,,1,1,1,,,,1,,,,1,1,,,,,
360g-cabinetoffice-hartlepool_access_group,1048120,57635,,,,1,,,,,,,,,,,,,,,,1,,1,,1,,,,1,,1,1,,1,
360g-cabinetoffice-hartlepool_community_studio,1056000,23140,,1,,,,,,,1,,,,,,,,,1,1,1,,,,1,,,,,1,1,,,,
360g-cabinetoffice-hartlepool_families_first,1002009,395985,,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,,1,,,,1,,1,1,,,
360g-cabinetoffice-hastings_and_district_interfaith_forum,1144837,5499,,1,,,,,,1,1,,,,,,1,,,1,,,,,,1,,,,1,,,1,,,
360g-cabinetoffice-hastings_and_district_interfaith_forum,1144837,5499,,1,,,,,,1,1,,,,,,1,,,1,,,,,,1,,,,1,,,1,,,
360g-cabinetoffice-hastings_furniture_service,1003257,416712,1,,,,1,,1,,,,,,1,,,,,,,,,,1,1,,,,,,1,,,,1
360g-cabinetoffice-hastings_pier_charity,1141560,,,,,,,,,,1,,,1,1,,,,,,,,,,,1,,,,,1,,,,,
360g-cabinetoffice-hastings_street_pastors,1148589,23521,,1,1,,1,,,1,,,,,,,,,,,,,,,,1,,,,1,,,,,,
360g-cabinetoffice-havering_disabled_sports_association,1015411,8953,,,,1,,,,,,1,,,,,,,,,,1,,,,,,,,1,1,,,,,
360g-cabinetoffice-hawbush_community_gardens,1170413,,1,1,1,,1,,,,,,,1,1,,,,,,,,,,,1,,,,,1,1,,,,
360g-cabinetoffice-headingley_lishi_arts,1118042,13301,,1,1,,,,,,1,1,,,1,,,,,,,,,,,1,,,,1,,1,,,,
360g-cabinetoffice-headline_media,1126608,,,1,,,,,,,1,,,,1,,,,1,1,1,,,1,,1,,,,,1,1,,,,
360g-cabinetoffice-health_risks_prevention_programme,1138843,4204,1,1,1,,1,1,,,,,,,1,,,1,,1,1,,1,,,1,,,,,,1,1,,,
360g-cabinetoffice-health_risks_prevention_programme,1138843,4204,1,1,1,,1,1,,,,,,,1,,,1,,1,1,,1,,,1,,,,,,1,1,,,
360g-cabinetoffice-health_risks_prevention_programme,1138843,4204,1,1,1,,1,1,,,,,,,1,,,1,,1,1,,1,,,1,,,,,,1,1,,,
360g-cabinetoffice-health_scented,1126193,,,1,1,,,,,,,,,,,,,,,1,1,1,,,,1,,,,,,1,1,,,
360g-cabinetoffice-healthy_living_partnership,1121688,300,1,1,1,,,,,,1,,,,1,,,,,1,1,1,1,,,,,,,1,,1,1,,,
360g-cabinetoffice-heath_town_senior_citizens_welfare_project,1081700,122516,1,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,1,,1,1,,,
360g-cabinetoffice-heckmondwike_scout_group,1018577,36011,,1,,,,,,,1,1,,1,,,,,,1,,,,,,,,,,1,1,,,,,
360g-cabinetoffice-help_somalia_foundation,1059876,57664,1,1,,,1,1,,,,1,,,,,,,1,1,1,,1,,,,,,,,,1,1,,1,1
360g-cabinetoffice-henbury_and_brentry_community_council,308085,8155,,,,,,,,,,,,1,1,,,,,1,1,1,,,,,1,1,1,1,,,,,1,
360g-cabinetoffice-heritage_church_preston,1147699,163100,,1,1,,1,1,,1,,1,,,,,,,,1,1,1,,1,,1,,,,1,,1,1,,,1
360g-cabinetoffice-hessle_road_network,1097519,296440,,1,1,,,,,,,1,,,1,,,1,,1,,,,1,,1,,,,,1,1,1,,1,
360g-cabinetoffice-hessle_road_network,1097519,296440,,1,1,,,,,,,1,,,1,,,1,,1,,,,1,,1,,,,,1,1,1,,1,
360g-cabinetoffice-heywood_youth_link,1146034,9443,,1,,,,,,1,1,,,,1,,1,1,,1,,,,1,,,,,,1,,1,1,,,
360g-cabinetoffice-heywood_youth_link_old_hucky's,1146034,9443,,1,,,,,,1,1,,,,1,,1,1,,1,,,,1,,,,,,1,,1,1,,,
360g-cabinetoffice-highbridge_community_hall,1050379,15609,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,
360g-cabinetoffice-highbridge_war_memorial_trust,304555,9313,1,,,,,,,,,1,,,,,,,,1,1,1,1,,1,1,,,,,1,1,,,,
360g-cabinetoffice-highway_hope,1151846,112254,1,1,1,,1,,,1,1,,,,1,,1,1,,1,1,,1,,,1,,,,1,1,1,1,1,,
360g-cabinetoffice-hilal_-_bosnian_cultural_society,1106547,47718,1,1,,,1,,,1,,1,,,,,,,,1,1,,1,,,,,,,1,,,1,,,
360g-cabinetoffice-hillingdon_play_association,1125445,11763,,,,,,,,,,1,,,,,,,1,1,,1,,,,,,,,,,1,1,,1,
360g-cabinetoffice-hillingdon_somali_women's_group,1094575,22952,1,1,,,1,,,,1,,,,,,,,,1,1,,1,,,,,1,,,,,,,,
360g-cabinetoffice-historic_ryde_society,1153947,13586,,1,,,,,,,1,,,1,,,,,,1,1,,,1,,1,,,,,,1,,1,1,
360g-cabinetoffice-historic_ryde_society,1153947,13586,,1,,,,,,,1,,,1,,,,,,1,1,,,1,,1,,,,,,1,,1,1,
360g-cabinetoffice-holbeck_christian_fellowship,1095106,12054,1,,,,1,1,,1,,,,,,,,,,,,,,,,1,1,1,,1,,,,,,
360g-cabinetoffice-holbrooks_community_care_association,1059903,28811,1,1,,,1,,,,,,,,1,,,,,,,,,,,1,,,,,,1,1,,1,
360g-cabinetoffice-holloway_hall_community_association,1123156,117628,1,1,,,,,,,1,1,,,1,,,,1,1,1,1,1,1,,1,,,,,1,1,,,,1
360g-cabinetoffice-holme_christian_care_centre_limited,1078833,531945,1,1,,,,,,,,,,,,,,,,1,1,,,,,,,,,,1,1,1,,,
360g-cabinetoffice-holy_trinity_community_hall,1015331,35582,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,1,,,,,
360g-cabinetoffice-home_in_bridport,1166569,34000,,1,1,,1,,,,1,,,,1,,,,,1,,,,,1,,,,,1,1,,,,,1
360g-cabinetoffice-homematchmaker,1158569,32796,1,1,1,,1,,1,,,,,,1,,,,,1,,,,1,1,,,,,1,1,1,1,1,1,
360g-cabinetoffice-home-start_bridgwater_area,1137538,39681,,1,1,1,,,,,,,,,,,,,,1,,,,,1,,,,,1,,1,1,,,
360g-cabinetoffice-home-start_cole_valley,1107901,128278,,1,1,1,1,,,,,,,,,,,,,1,,1,,,,1,,,,1,,1,1,,,
360g-cabinetoffice-home-start_north_east_worcestershire,1098709,167239,,1,1,1,,,,,,,,,1,,,,,1,,1,,,,,,,,1,,1,1,,,
360g-cabinetoffice-home-start_northfield,1051366,,,,,,,,,,,,,,,,,,,1,,1,,,1,,,,,1,,1,1,,,
360g-cabinetoffice-hoops_birmingham,1100832,,,1,1,1,1,,,,,,,,1,,,,,,1,1,1,1,,,,,,1,,1,1,1,,
360g-cabinetoffice-hoot_creative_arts,1146358,409346,,1,1,1,,,,,1,,,,,,,,,,1,1,,,,1,,,,1,1,1,,1,,
360g-cabinetoffice-hope_trust_hastings,1131550,11122,,,,,1,,1,1,,,,,,,,,,,,,,,1,,,,,,,,1,,,1
360g-cabinetoffice-horizon_church_sutton,1143831,46939,,,,,1,,,1,,,,,,,,,,1,1,,,1,,1,,1,,1,1,1,,,,
360g-cabinetoffice-house_of_play,1147981,27049,1,1,,,,,,,,,,,1,,,1,,1,,,,,,,,,,,,1,,,,
360g-cabinetoffice-house_of_play_+_education,1147981,27049,1,1,,,,,,,,,,,1,,,1,,1,,,,,,,,,,,,1,,,,
360g-cabinetoffice-howbury_friends,1117813,173854,1,1,,,,,,,1,1,,,1,,,,,1,1,1,1,1,,1,,,,,,1,1,,1,
360g-cabinetoffice-howbury_tumblers,1087716,41824,,1,,,1,,,,1,,,,1,,,1,,1,,1,,1,,1,,,,1,1,1,1,,,1
360g-cabinetoffice-hreod_burna_urban_forest,1155603,876,1,1,1,1,,,,,,,,1,,,,1,,1,1,1,,,,1,,,,,1,1,,,,
360g-cabinetoffice-htp_enterprise,1139802,15976,1,1,1,,1,,,,,1,,,1,,,,,,,,,,,1,,,,,,1,1,1,,
360g-cabinetoffice-hull_community_church,1147453,214337,1,1,1,,1,,,1,,,,,1,,,1,,1,1,,,1,,1,,1,,1,1,1,1,,,1
360g-cabinetoffice-hull_ethnic_minorities_community_centre_foundation,1137383,5190,,1,,,,,,,,,,,1,,,,,,,,,,1,1,,,,,,1,,,,
360g-cabinetoffice-hull_federation_of_community_organisations,1040611,2609,1,1,,,,,,,1,1,,1,1,,,,,1,1,1,,1,,1,,,,,,,1,,1,
360g-cabinetoffice-hull_resettlement_project,1007875,1186769,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,1,1,,,,
360g-cabinetoffice-hull_stingrays_community_sports_and_education_trust,1159165,,,1,,,,,,,,1,,,,,,1,,1,,1,1,,,,,,,1,1,1,,,,
360g-cabinetoffice-hull_stingrays_community_sports_and_education_trust,1159165,,,1,,,,,,,,1,,,,,,1,,1,,1,1,,,,,,,1,1,1,,,,
360g-cabinetoffice-hull_youth_for_christ,1050216,71407,,,,,1,,,1,,1,,,,,,,,1,,,,,1,,,,,,,1,1,,,
360g-cabinetoffice-humber_all_nations_alliance,1116725,256954,1,,,,,,,,,,,,1,,,,,,,,1,1,,1,,,,,,,1,1,1,
360g-cabinetoffice-humdard_welfare_association_(croydon),1120704,18309,1,1,1,1,1,,1,,1,1,,1,1,,,,,1,1,1,1,1,,1,,,,1,1,1,1,1,,
360g-cabinetoffice-hunderton_and_belmont_community_association,1094072,4002,1,,,,,,,,,,,,1,,,,,,,,,1,,1,,,,1,1,,1,,,
360g-cabinetoffice-hunslet_baptist_church,239288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360g-cabinetoffice-hyde_bangladesh_welfare_association,1004506,29540,,,,,,,,,,,,,1,,,,,1,1,1,1,,,,,,,,,1,1,,,1
360g-cabinetoffice-ileys_community_association,1124725,63779,,1,1,1,1,1,,,,,,,,,,,,1,1,1,1,,,,,,1,,,,1,,,
360g-cabinetoffice-immanuel_pre-school,1035920,32177,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,
360g-cabinetoffice-imos_foundation,1146047,22609,1,1,,,,,1,,1,,,1,1,,,1,1,,,,,1,,1,1,,,,1,1,1,,,1
360g-cabinetoffice-impact_living,1122871,24580,1,,1,1,1,,1,,,,,,,,,,,1,,1,,,,1,,,,1,1,,1,,,
360g-cabinetoffice-in2change_south_yorkshire_ltd,1137582,228079,,1,,,,,,,1,,,1,1,,,1,,1,,,1,,1,,1,,,,1,1,1,,,
360g-cabinetoffice-in2change_south_yorkshire_ltd,1137582,228079,,1,,,,,,,1,,,1,1,,,1,,1,,,1,,1,,1,,,,1,1,1,,,
360g-cabinetoffice-indigo_arts,1094794,26071,1,1,,1,,,,,1,,,,1,,1,1,,1,1,1,,1,,1,,,,1,1,1,1,,1,
360g-cabinetoffice-inspire_communities,1154176,21268,1,1,1,1,1,,,,,,,1,1,,,1,,1,1,1,,1,,1,,,,,,1,1,,,
360g-cabinetoffice-inspiring_communities_together,1157053,161000,1,,,,,,,,,,,,1,,,,,,1,,,1,1,1,,1,,,,1,1,,1,
360g-cabinetoffice-international_cuisine_association,1149098,,,1,1,,,,,,,,,,1,,,,,1,1,1,,,,1,,,,,1,1,1,,,
360g-cabinetoffice-interplay_theatre,1001229,346005,,1,,1,,,,,1,,,,1,,,,,1,,1,,,,1,,,,1,1,1,,,,
360g-cabinetoffice-investing_in_people_and_culture,1160482,44294,1,1,,,1,,,,,,,,1,,1,1,,1,,,1,1,1,,,,,,1,1,1,,1,
360g-cabinetoffice-involve_northwest,1056777,1742977,1,1,,,1,,,,,,,,1,,,,,1,1,1,,,1,1,,,1,,1,1,1,,1,
360g-cabinetoffice-iqrra_learning_institute,1169688,,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,
360g-cabinetoffice-irish_arts_foundation,1101657,103956,,1,,,,,,,1,,,,1,,,,,1,1,1,1,1,,1,,,,,,1,1,,,
360g-cabinetoffice-iroko_theatre_company,1063604,104161,,1,1,1,1,,,,1,,,,,,,1,,1,1,1,1,,1,1,,,,,,1,,,,
360g-cabinetoffice-irshad_welfare_trust,1154374,20140,1,1,,,,,,,,,,,,,,,,1,,,,,,,1,,,,1,1,,,,
360g-cabinetoffice-isle_of_wight_street_pastors,1136110,47578,1,,1,,,,,1,,,,,,,,,,1,1,,,,,1,,,,,,1,1,,,
360g-cabinetoffice-ivydale_league_of_friends,1084343,8886,,1,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,
360g-cabinetoffice-jobs_education_and_training,1117026,239639,1,1,,,1,,,,,,,,1,,,,,,,,1,,,,,,,1,,1,1,,,
360g-cabinetoffice-john_white_community_centre,1095596,48388,1,1,1,,,,,,,1,,1,1,,,,,1,1,1,,,,1,,,,1,1,1,1,,1,
360g-cabinetoffice-jubilee_community_support_centre,1144071,52179,,1,,,1,,,,,,,,1,,,,,1,1,1,1,1,,1,,,,,1,1,1,,,1
360g-cabinetoffice-jubilee_hall_community_centre,1082425,64006,1,1,1,,,,,,1,1,,,1,,,,,1,1,1,,1,1,1,,,,1,1,1,1,,,
360g-cabinetoffice-jump_space,1129085,226851,,1,1,1,,,,,,1,,,1,,,,,1,,1,,,,,,,,,,1,,,,
360g-cabinetoffice-junior_neighbourhood_watch,1115985,2192,1,1,1,1,,,,,,1,,1,,,,1,,1,1,1,,1,,1,,,,1,1,1,1,,1,
360g-cabinetoffice-justlife,1140822,446759,,,1,,1,,1,,,,,,1,,,,,,,,,,,1,,,,,,1,1,,,
360g-cabinetoffice-kajans_women's_enterprise,1112495,167981,,1,,,1,,,,1,,,,1,,,1,1,1,1,,1,1,,1,,,,,1,1,,,,1
360g-cabinetoffice-kashmir_youth_project,1003644,505486,1,1,,,,1,,,,,,,1,,,,,1,1,1,1,1,,,,,,1,1,,1,,1,
360g-cabinetoffice-kearsley_youth_brass_band,1141582,18186,,1,,,,,,,1,,,,1,,,,,1,,,,,,1,,,,,,1,,,,
360g-cabinetoffice-keighley_healthy_living,1090543,175807,,1,1,,,,,,1,1,,,1,,,,,1,1,1,1,1,,1,,,,1,1,,1,,1,
360g-cabinetoffice-keighley_healthy_living,1090543,175807,,1,1,,,,,,1,1,,,1,,,,,1,1,1,1,1,,1,,,,1,1,,1,,1,
360g-cabinetoffice-keighley_kiddicare_ltd,1061942,434213,,,,,,,,,,,,,1,,,,,1,,,,,1,,,,,,,1,,,,
360g-cabinetoffice-kent_community_organisation,1077438,4205,,1,,,,,,,,1,,,1,,,,,1,,,1,,1,,,,,1,1,,1,,1,
360g-cabinetoffice-kent_film_foundation,1138581,17300,,1,1,1,,,,,1,,,,1,,,,1,1,,1,,,,,,,,,1,1,,,,1
360g-cabinetoffice-kent_wildlife_trust,239992,4427000,,1,,,,,,,,,,1,1,,,,,1,1,1,,1,,1,,,,,1,1,1,1,1,
360g-cabinetoffice-kerith_community_church,1124519,1333236,,1,,,1,1,1,1,,,,,1,,1,,,1,1,1,,1,1,1,1,1,,,1,1,1,,,
360g-cabinetoffice-kettering_street_pastors,1144471,5358,,1,1,,,,,,,,,1,,,1,,,,,,,,,1,,,,1,,,,,,
360g-cabinetoffice-keystone_escape_youth_centre,304208,36040,1,,,,1,,,,1,1,,,,,,,,1,,,,,,,,,,,1,1,1,,,
360g-cabinetoffice-khush_amdid,1112396,32244,1,1,,,,,,,,,,,,,,,,,1,,1,,,,,,,,1,,1,,,
360g-cabinetoffice-khush_amdid,1112396,32244,1,1,,,,,,,,,,,,,,,,,1,,1,,,,,,,,1,,1,,,
360g-cabinetoffice-kids_in_communication,1145968,0,1,1,,,1,,,,,,,,1,,1,1,,1,,1,1,1,,1,,,,,1,1,1,,,1
360g-cabinetoffice-kidz_aware,1118859,49000,1,1,1,1,,,,,,,,,,,,,1,1,1,1,,,,,,,,1,,1,1,1,,
360g-cabinetoffice-kidz_klub_allerton,1126786,178681,,1,,,,,,1,,,,,1,,,,,1,,,,,,1,,,,1,,1,1,,,
360g-cabinetoffice-kimberworth_park_community_partnership,1141774,346660,1,1,1,1,,,,,1,,,1,1,,,1,1,1,1,1,,1,1,1,,,,1,1,1,1,,1,1
360g-cabinetoffice-kimberworth_park_community_partnership,1141774,346660,1,1,1,1,,,,,1,,,1,1,,,1,1,1,1,1,,1,1,1,,,,1,1,1,1,,1,1
360g-cabinetoffice-kimichi_school,1149571,55674,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,
360g-cabinetoffice-kings_park_alternative_sports_club,1136198,3147,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,1,,,,
360g-cabinetoffice-kingsley_fellowship_klub,514343,4132,1,,,1,,,,,,,,,1,,,1,1,,1,1,1,1,1,1,,,,,,1,1,,,1
360g-cabinetoffice-kingstanding_regeneration_trust,1149785,233093,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,1,,,,
360g-cabinetoffice-kingston_amateur_boxing_club,1138497,29062,1,1,1,,,,,,,1,,,,,,,,1,1,,1,1,,1,,,,,1,1,,,,
