Identifier,Recipient Org:Charity Number,income,GENERAL CHARITABLE PURPOSES,EDUCATION/TRAINING,THE ADVANCEMENT OF HEALTH OR SAVING OF LIVES,DISABILITY,THE PREVENTION OR RELIEF OF POVERTY,OVERSEAS AID/FAMINE RELIEF,ACCOMMODATION/HOUSING,RELIGIOUS ACTIVITIES,ARTS/CULTURE/HERITAGE/SCIENCE,AMATEUR SPORT,ANIMALS,ENVIRONMENT/CONSERVATION/HERITAGE,ECONOMIC/COMMUNITY DEVELOPMENT/EMPLOYMENT,ARMED FORCES/EMERGENCY SERVICE EFFICIENCY,HUMAN RIGHTS/RELIGIOUS OR RACIAL HARMONY/EQUALITY OR DIVERSITY,RECREATION,OTHER CHARITABLE PURPOSES,CHILDREN/YOUNG PEOPLE,ELDERLY/OLD PEOPLE,PEOPLE WITH DISABILITIES,PEOPLE OF A PARTICULAR ETHNIC OR RACIAL ORIGIN,OTHER CHARITIES OR VOLUNTARY BODIES,OTHER DEFINED GROUPS,THE GENERAL PUBLIC/MANKIND,MAKES GRANTS TO INDIVIDUALS,MAKES GRANTS TO ORGANISATIONS,PROVIDES OTHER FINANCE,PROVIDES HUMAN RESOURCES,PROVIDES BUILDINGS/FACILITIES/OPEN SPACE,PROVIDES SERVICES,PROVIDES ADVOCACY/ADVICE/INFORMATION,SPONSORS OR UNDERTAKES RESEARCH,ACTS AS AN UMBRELLA OR RESOURCE BODY,OTHER CHARITABLE ACTIVITIES
360G-blf-0031003483,1122241,304379,,1,,1,,,,,,,,,1,,,,,1,,1,,,,1,,,,,,1,,,,
360G-blf-0031003416,SC032351,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360G-blf-0031003568,1131351,10073,1,,,,,,,,,,,,,,,,,1,1,1,,1,,1,1,1,1,1,,1,,,,
360G-blf-0031003562,1054385,91852,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,1,1,,,,
360G-blf-0031003609,1114973,4748,1,,1,1,,,,,,,,,,,,,,1,1,1,1,1,1,1,,,,,,1,1,,,
360G-blf-0031003587,1139610,37053,,1,,,,,,,,1,,,,,,,,1,,,,,,,,,,1,,1,,,,
360G-blf-0031003618,1052704,30875,,1,,,,,,,1,,,,,,,,,1,,1,1,,1,1,,,,,,1,,,,1
360G-blf-0031003575,277822,14214,,,,,,,,,,,,,,,,1,1,1,1,,,,,1,,,,,1,,,,,1
360G-blf-0031003632,1153393,860462,1,,,,1,,,,,,,,,,,,1,1,,,,,,,,,,,,1,,,,
360G-blf-0031003564,1140590,84973,,1,,,,,,,,1,,,1,,,,,1,1,1,1,1,,1,,,,,1,1,1,,,
360G-blf-0031003673,1077637,24200,,1,1,1,1,,,,1,,,,1,,,,,1,1,1,1,,1,1,,,,1,,1,1,,,
360G-blf-0031003399,1128790,321558,,1,,,,,,,1,,,,,,,,,1,1,1,,1,1,1,,,,,,1,,,,1
360G-blf-0031007103,1118827,8142,1,1,,,,,,,1,1,,,,,,1,,1,1,,,1,,1,,,,1,1,,,,,
360G-blf-0031003629,1106538,109730,,1,,,,,,,,1,,1,,,,,,1,,,,,,1,,,,1,1,,,,,
360G-blf-0031003589,1122095,519580,1,1,,,,,,,,,,,1,,,,,1,,,,1,,1,,1,1,,,,1,1,1,
360G-blf-0031003576,282931,175245,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,
360G-blf-0031003597,1106788,129223,,1,,,,,,,,,,,1,,,,,1,,,1,,,,,,,,,1,,,,
360G-blf-0031003572,1123483,40365,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,1,,,,,
360G-blf-0031003571,1093279,93737,,1,,,,,,,1,,,1,1,,,,,1,1,1,1,1,,1,,,,,,1,1,,,1
360G-blf-0031003565,1110529,2226172,1,1,1,1,1,,,,,,,,,,,,1,,1,1,1,1,1,1,1,,,1,1,1,1,,,1
360G-blf-0031003634,1083258,24999,,1,1,,1,,,,1,,,1,1,,,1,,,1,1,,1,,,,,,1,1,1,1,,1,
360G-blf-0031003561,1021669,77088,,1,,,,,,,1,,,,1,,,,,1,1,1,1,1,,1,,,,1,1,1,1,,,
360G-blf-0031003628,1097005,259508,,1,1,,,,,,,,,,1,,,,,1,,1,,,,,,,,1,1,1,1,,,
360G-blf-0031003635,1153974,181,1,1,,,1,,,,,,,,1,,,,,1,,,,,1,1,,,,1,1,1,1,,1,
360G-blf-0031003578,1076922,19520,1,,,1,,,,,1,,,,,,,,1,,1,1,1,,,,,,,,,1,1,,,1
360G-blf-0031003567,1095851,,,1,,,,,,1,1,1,,,1,,,,,1,1,1,1,1,,,,,,,1,1,1,,,
360G-blf-0031003601,1149244,82935,,,,,,,,1,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,,,
360G-blf-0031003671,1079018,319539,1,1,1,,1,,,,,1,,,1,,,,,1,1,1,,1,,1,,,,1,1,1,1,,,
360G-blf-0031003586,1081176,453956,,,1,,1,,,,,,,,,,,,,1,1,1,,,,,1,1,,1,1,1,,,,
360G-blf-0031003580,1124217,75057,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,
360G-blf-0031003606,1063689,187735,,1,,,,,,,1,,,,,,,,,1,,1,,,,1,,,,,,1,,,,
360G-blf-0031003599,1128652,21860,,1,,,1,,,,1,1,,,1,,,,,1,,,,,,,1,,,,,1,1,1,,
360G-blf-0031003678,1076711,21507,1,1,1,1,1,1,1,,1,1,,1,1,,1,1,1,1,1,1,1,1,1,1,,,,1,,1,1,1,1,1
360G-blf-0031003585,1084686,117930,,1,,,,,,,,,,,,,,,,1,,,,1,1,,1,1,,1,,1,1,,1,
360G-blf-0031003620,1104216,184655,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,1,1,
360G-blf-0031003639,1153554,84438,,,,,1,,,,,,,,,,,,1,1,1,1,,,,1,,1,,,,1,,,,1
360G-blf-0031003667,1112055,76338,1,1,1,,1,1,,,1,,,,,,1,,,,,,,,,1,1,1,,1,,,1,,,
360G-blf-0031003603,1105837,525968,1,1,,,,,,,,,,,1,,1,,1,1,1,1,,1,1,1,,,,1,1,1,1,,,1
360G-blf-0031003581,1008033,17038,1,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,1,1,,,,
360G-blf-0031003584,1121746,74466,,1,,,,,,,1,1,,,,,,1,,1,,,1,,,,,,,1,,,,,,
360G-blf-0031003595,249559,16555,1,1,,,1,1,,1,1,1,,1,,,,,,1,1,1,1,1,,1,,,,,1,1,1,,,1
360G-blf-0031003622,1143785,10708,1,1,1,1,,,1,,,,,,,,,,,1,,,,,,,1,1,,1,1,,1,1,,
360G-blf-0031003623,270486,235531,,1,,,,,,,1,1,,,,,,,,1,,1,,,,1,,,,,1,1,1,,,
360G-blf-0031003659,1083405,232698,1,1,,,1,,,,,,,,,,,,,1,1,1,1,1,,,,,,,1,1,1,1,,
360G-blf-0031003579,301637,16050,,1,,,,,,,,1,,,1,,,,,1,,1,,,,,,,,1,1,1,,,,
360G-blf-0031003569,1144125,,,1,1,,,,,,,,,,1,,,,,1,,,,,,1,,,,,1,1,1,,,
360G-blf-0031003649,1157384,28415,,1,,,1,,,,,,,,1,,1,,,,,,,,1,1,,,,,,1,1,,,
360G-blf-0031003698,1034837,24510,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,
360G-blf-0031003693,1090152,74921,1,1,,,1,,,,1,1,,1,1,,,,,1,1,1,,,,1,,,,1,1,1,1,,1,
360G-blf-0031003849,1098946,13013,,1,,,,,,,1,1,,1,,,,,,1,,,,,,,,,,,1,,,,,
360G-blf-0031003854,510630,32228,1,1,,,,,,,1,1,,,1,,,,,1,1,1,,1,,1,,,,,1,,,,,
360G-blf-0031003851,1156176,52701,,1,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,,,
360G-blf-0031003861,1040016,35285,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,1,,,,
360G-blf-0031003697,1017496,54231,1,1,1,,,,,,,,,1,,,,,,1,1,1,,1,,1,,,,1,,,1,,,1
360G-blf-0031003699,1137754,35746,,,1,1,,,,,,1,,,,,,,,,1,1,,,,,,,,,,1,,,,
360G-blf-0031003694,1000016,71388,,1,,1,,,,,,,,,,,,1,,1,,1,,1,,1,,,,1,,1,,,,
360G-blf-0031003870,1090307,16395,,1,1,,,,,,1,1,,1,1,,,,,1,1,1,,1,,1,,1,,1,1,1,,,,
360G-blf-0031003853,1129587,14403,1,,,,,,,,,1,,1,,,,1,1,1,1,1,,,,1,,,,,1,,,,,1
360G-blf-0031003872,1137235,10573,,,,,,,,,,1,,,1,,,,,1,,1,,,1,,,,,,1,,,,,
360G-blf-0031003867,1126029,6112,1,1,,,1,1,,,,,,,1,,,,,1,1,1,1,1,1,1,1,1,1,1,,1,1,,1,
360G-blf-0031003984,1103215,369653,1,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,,,
360G-blf-0031003992,1119043,32298,,,1,1,,,,,,,,,,,,,,1,1,1,,,,,,,,,,1,1,,,
360G-blf-0031004020,1063400,66798,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,1,,,,
360G-blf-0031003985,1111862,69710,1,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,1,,1,1,,,
360G-blf-0031004016,1082307,4329,1,1,,,,,,,1,1,,1,,,,,,1,1,,,,1,,,,,,1,,,,,
360G-blf-0031004023,268905,5119,1,,,,,,,,,,,,1,,,1,,,,,,,,1,,,,,1,,,,,
360G-blf-0031003986,1101444,620580,1,1,,,,,,1,,,,,,,,,,,,,,,,1,1,,,1,,,,,,
360G-blf-0031003970,1158134,18571,,1,,1,1,,,,,,,,,,,,,1,1,1,,,,,1,,,1,1,1,1,,,
360G-blf-0031004001,1072216,1358786,,1,,1,,,,,,1,,,,,,,,1,,1,,,,,,,,1,,1,1,,,
360G-blf-0031003980,1123405,11334,,1,,,,,,,,1,,,,,,,,1,,,,,,1,,,,,1,,,,,
360G-blf-0031004009,1118098,2586384,,1,1,1,,,,,,,,1,1,,,,,1,1,1,,,1,,,,,,1,1,1,,1,
360G-blf-0031004017,1120934,199834,1,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,1,1,,,1
360G-blf-0031004025,1074800,451159,,1,1,1,,,,,,1,,,1,,,,1,1,1,1,,,1,,,,,1,,1,1,,1,1
360G-blf-0031003987,1103257,78262,,1,,,1,,,1,,,,,,,,,,1,1,,,,,1,,,,,,1,,,1,
360G-blf-0031003965,521634,24586,,1,,,,,,,,1,,,,,,1,1,1,,,,1,,1,,,,1,1,,,,,
360G-blf-0031003877,1145545,73120,,,,,,,,,,1,,,,,,1,,1,,,1,1,,,,,,,1,,,,,
360G-blf-0031004022,1111611,503249,1,1,1,1,1,,,,,,,,1,,,,,,,,,,,1,,,,,,,1,,,
360G-blf-0031003981,1135541,70009,1,1,1,,1,1,1,,1,,,,,,,1,1,1,,,1,,,1,,,,,,1,1,,,1
360G-blf-0031004011,292467,3184,,,,,,,,,,1,,,1,,,,,1,1,,,,1,1,,,,,1,,,,,
360G-blf-0031004004,1043048,6966,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1
360G-blf-0031003967,1036551,15633,,,,,,,,,1,1,,,,,,,,,,,,,,1,,,,,1,,,,,
360G-blf-0031003976,1136161,64603,,1,,,,,,,1,1,,,1,,,,,,,,,,,1,,,,,1,1,,,,
360G-blf-0031004087,1145449,50133,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,,,
360G-blf-0031004085,306101,43385000,,1,,,,,,,,1,,,1,,,,,1,,,,,,,,,,,,1,1,,1,
360G-blf-0031004057,701928,5824,1,,,,,,,,,,,,,,,,,1,1,,,1,,1,,,,,1,,,,,1
360G-blf-0031004134,1063811,1724,,,,,,,,,,,,1,,,,,,,,,,1,,1,,,,1,,1,,,,
360G-blf-0031004120,1087336,3704,1,,,,,,,,,,,,1,,,,,,1,,,,,,,,,1,,1,1,,,
360G-blf-0031004112,1120667,74684,,1,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,1
360G-blf-0031004060,1129439,174929,,1,1,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,
360G-blf-0031004058,503428,62179,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,,,,,
360G-blf-0031004042,1114195,861043,1,1,1,1,,,,,,,,,,,,,,1,1,1,,1,1,1,,,,,,,1,,1,
360G-blf-0031004093,1018643,1195560,,,1,,1,,,,,,,1,1,,,,,,,,,1,,1,,,,,,,,,1,
360G-blf-0031004139,1119302,112815,,1,,,,,,,1,,,1,1,,,,,1,,1,,,1,1,,,,1,1,1,,1,,
360G-blf-0031004667,1077722,3465000,,1,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,1,,,,
360G-blf-0031004068,1063230,52158,,1,,,1,,,,,,,,,,,,,1,1,1,,,,1,,,,,,1,,,,
360G-blf-0031004149,1082770,708627,,1,1,1,,,,,1,,,,1,,,1,,,1,1,,,,,,,,1,1,1,1,,,
360G-blf-0031004073,1150748,61951,1,1,1,,,,,,1,,,,1,,,1,,1,1,1,1,1,,1,,,,1,1,1,1,,,
360G-blf-0031004095,521897,18854,,,,,,,,,1,1,,,,,,,,1,1,,,,,1,,,,,1,,,,,
360G-blf-0031004097,1129228,123970,,1,,1,,,,,,,,,,,,,1,1,1,1,,1,,1,,,,,,1,1,,,
360G-blf-0031004141,1095094,19882,1,1,1,1,,,,,1,1,,,1,,,,,1,1,1,,1,,1,,,,1,1,1,1,,1,
360G-blf-0031004091,1094201,13684,,1,,,,,,,,,,,,,,,,1,1,1,,,,1,,,,1,,,,,,
360G-blf-0031004128,304207,37459,,1,,,,,,,,1,,1,,,,,,1,1,,,,,1,,,,,1,1,1,,,
360G-blf-0031004142,1093374,31441,,1,,,,,,,1,1,,1,,,,,,1,,,,,1,,,1,,1,1,,,,,
360G-blf-0031004055,1148355,,1,1,,,,,,,,,,,1,,,,,1,,,,,1,1,,,,,,1,,,,
360G-blf-0031004054,1096222,5513000,,1,1,1,1,,,,1,1,,,1,,1,,1,1,1,1,1,1,,1,,,,1,1,1,1,,1,1
360G-blf-0031004154,1077037,9841,1,1,1,,1,1,,,1,,,1,1,,,,,1,1,,1,,,1,,,,1,,1,1,1,,
360G-blf-0031004056,1128286,71748,,1,,,1,,,,,,,1,1,,,,,,1,1,,,,1,,,,,1,1,1,,,
360G-blf-0031004165,1142674,3944,,1,1,,1,,,,1,,,,1,,,,1,1,,,,,,,,,,,,1,,,,
360G-blf-0031004107,1087597,106276,1,1,1,,1,1,,,1,,,,1,,,1,,1,,,,1,,1,1,,,,,1,1,,1,
360G-blf-0031004080,1111503,73907,1,1,,,,,,1,1,1,,,1,,,,,1,1,1,1,,,1,,,,1,1,1,1,,,
360G-blf-0031004157,1054655,43937,,,,,,,,,,,,1,,,,,,1,,,,1,,1,,,,,,,,,1,
360G-blf-0031004108,803357,24688,1,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,1,1,,,
360G-blf-0031004140,1032090,25218,,1,,,,,,,,1,,,,,,,,1,,,,,,1,,,,1,,,1,,,
360G-blf-0031004101,502386,16851,,,1,,,,,,,,,,,,,,,,,,,1,,1,,,,,,1,,,,
360G-blf-0031004081,522920,27506,1,1,,,,,,,1,1,1,,1,,,,,1,1,,,1,1,1,,,,,1,,,,,
360G-blf-0031004161,1022600,,,,,,,,,,1,,,,1,,,,,,,,,,1,1,,1,,,1,,,,,
360G-blf-0031004132,294357,11888,,1,1,,,,,,1,1,,,1,,,1,1,1,1,,,1,,1,,,,,1,1,,,,
360G-blf-0031004067,1113294,587534,1,,,,1,,,,,,,,,,,,,,1,,,,,,,,,1,,1,1,1,,
360G-blf-0031004119,1073674,733122,1,1,,,,,1,1,,1,,,,,,,,1,,,,,,1,,,,,1,1,1,,,
360G-blf-0031004102,1157059,0,1,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,1,,,
360G-blf-0031004221,1089474,127716,,1,,1,1,,1,1,1,1,,,1,,1,1,,1,1,1,,,,,,,,1,1,1,1,,1,
360G-blf-0031004253,1032665,22003,1,,,,,,,,,1,,,,,,,,1,1,1,1,,,,,,,,1,,,,,
360G-blf-0031004218,1000019,4861,,1,1,1,,,,,1,1,,,,,,1,1,1,1,1,,1,,1,,,,,1,,,,,
360G-blf-0031004258,1150440,86606,,,,,,,,,,1,,1,1,,,1,,1,,,,,,1,,,,,1,1,,,,
360G-blf-0031004247,1082086,1299,,1,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,
360G-blf-0031004249,1118128,122302,1,1,1,1,1,,,,,1,,,,,,,,1,1,1,,1,,1,,,,1,1,1,1,1,1,
360G-blf-0031004199,1110898,420334,,1,,1,,,,,1,,,,,,,,,1,1,1,,,,,,,,,,1,1,,,
360G-blf-0031004254,1017247,7318594,,1,,,,,,,,,,,1,,,,,1,,,,1,,,,,,,,,1,,,
360G-blf-0031004238,1162715,14112,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,1,,1,,,,
360G-blf-0031004211,502878,17301,,,,,,,,,,1,,,,,,,,1,,1,,,,,,,,,1,,,,,
360G-blf-0031004255,1083458,59607,1,1,1,,1,,,,1,1,,1,1,,,1,1,1,1,1,,1,,1,,,,,1,,,,,1
360G-blf-0031004194,1121981,369231,1,1,1,,1,,,,1,1,,,1,,,,,1,,,,1,1,1,1,1,,1,1,1,1,,1,1
360G-blf-0031004190,1135471,,1,1,1,1,1,,,,1,1,,,1,,1,,,1,1,1,,,,1,,,,,,1,1,1,,
360G-blf-0031004236,1126961,152032,,1,,,,,1,,,,,,1,,,,,,,,,,1,,,,,,1,1,,,,
360G-blf-0031004216,1027466,1376985,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,1,1,1,,,,
360G-blf-0031004223,1158349,53953,1,1,,1,,,,,1,,,,1,,,1,,1,1,1,1,1,1,,,,,,1,1,,,1,1
360G-blf-0031004198,518686,18772,,1,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,
360G-blf-0031004232,301325,18450,1,,,,,,,,,,,,,,,1,,1,1,,,,,1,,,,,1,,,,,
360G-blf-0031004191,1145376,22812,,1,,,,,,1,,,,,,,,,,1,,,,,,,,,,1,1,,,,,
360G-blf-0031004214,1152014,135487,,,,,,,,,,,,,,,1,,,,,,1,,,1,,,,,,1,1,,,
360G-blf-0031004397,274869,15987,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,
360G-blf-0031004444,304613,7876,,,,,,,,,1,,,,,,,1,,1,1,,,1,,1,,,,,1,,,,,
360G-blf-0031004329,1002272,,,1,,,,,,,1,,,,,,,,1,1,1,1,,,,,,,,1,1,1,,,,1
360G-blf-0031004321,300753,,1,,,,,,,,,,,,,,,,,1,1,,,1,1,1,,,,,1,,,,,
360G-blf-0031004315,274149,4920,1,1,,,,,,,1,1,,,,,,,,1,1,,,1,1,1,,,,,1,,,,,
360G-blf-0031004272,226561,6682,1,1,1,,,,,1,1,1,,,,,,1,,1,1,1,,1,1,1,,,,,1,,,,,
360G-blf-0031004319,1007317,1246633,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,1,1,1,1,,,
360G-blf-0031004302,500365,884,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,1,,,,,
360G-blf-0031004343,1098920,,,1,,,,,,,1,,,1,,,,,,,,,,,,1,,,,1,1,1,,,,
360G-blf-0031004282,1068298,23104012,1,1,1,,1,,1,,1,1,,,1,,,,1,1,,1,,1,1,1,1,,,1,1,1,1,1,,1
360G-blf-0031004296,521853,121663,1,,,,,,,,,,,,1,,,1,,1,1,1,1,,,1,,,,,1,,,,,
360G-blf-0031004261,521447,17562,,,,,,,,,,1,,,,,,,,1,1,,,,,,,,,,1,1,,,,
360G-blf-0031004297,522882,69945,1,1,,1,,,,,,1,,,,,,,,1,,,,,1,,,,,1,1,,,,,
360G-blf-0031004284,1102584,14111,,,,,,,,,,1,,,1,,,,,1,1,1,,,,1,,,,,1,,,,,
360G-blf-0031004269,301512,9595,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,1,,,,,
360G-blf-0031004322,1153729,72126,,1,,,,,,,1,,,1,1,,1,,,1,,,,,1,1,,,,,,1,,,,
360G-blf-0031004287,1148195,1701778,1,1,,,,,,,,,,,1,,1,,1,1,,,,,,,,,,,1,1,1,,,
360G-blf-0031004293,1057603,125663,,,,1,,,,,,,,,,,,,,,1,1,1,,,,,,,,,1,1,,,
360G-blf-0031004271,700852,342677,1,,,,1,,,,,,,,,,,,,,,1,,,1,,,,,,1,1,1,,,
360G-blf-0031004328,1157378,33617,,1,1,,1,,,,1,1,,,1,,,1,,1,1,,1,,,1,,,,1,,1,1,,,
360G-blf-0031004399,1161590,62678,,1,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,1,1
360G-blf-0031004286,1010518,901679,,1,1,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,1,1,1,,
360G-blf-0031005132,1087175,209367,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,1,,1,1,,,
360G-blf-0031004281,801774,147136,,1,,,,,,,1,,,,,,,,,1,1,1,,,,1,,,,,,1,,,,
360G-blf-0031004289,1017649,453559,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,
360G-blf-0031004390,1054792,454506,,,1,,1,,,,,,,,,,,,,1,1,1,1,,,,,,,1,,1,1,1,,
360G-blf-0031004330,1135602,83825,,1,,,1,,,,1,1,,,,,,,,1,,,,,,1,1,,,,1,1,,,,
360G-blf-0031004264,298879,241140,,1,,1,,,,,1,,,,,,,,,1,,1,,,,,,,,1,1,1,,,,
360G-blf-0031004352,1148887,38079,1,1,,,,,,1,1,1,,,1,,,,1,1,,1,,1,,1,,,,,,1,1,,,1
360G-blf-0031004314,1140524,42451,,,,,,,,,,1,,,,,,1,,1,,,1,,,1,,,,,1,1,,,,1
360G-blf-0031004334,1155932,48546,,1,,1,1,,,,,1,,1,1,,,1,1,1,,1,,,1,1,,,,,,1,,,,1
360G-blf-0031004291,1117640,58782,1,1,1,1,1,,,,1,1,,1,1,,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,1
360G-blf-0031004310,1097705,494623,,1,,,1,,,,1,,,1,1,,,,,1,1,,1,,,,,,,1,,1,1,1,,
360G-blf-0031004274,1153781,,1,1,,,,,,,1,,,,,,,1,,1,,,1,,,,,,,,,1,,,,
360G-blf-0031004324,1156392,28256,1,1,,,1,,,,1,,,,,,,1,,1,1,1,,,,1,1,,,1,1,1,,,,
360G-blf-0031004301,1151943,97738,,1,1,,,,,,1,1,,1,,,,1,,1,,,,,,,,,,,1,1,,,,
360G-blf-0031004400,1144753,15149,1,,,,,,,,,,,,1,,,1,,,1,1,,,,1,,,,,,1,,,,
360G-blf-0031004260,1092699,18920,1,1,,,,,,1,1,,,,,,,,,,,,1,,,1,,,,,,1,1,,,1
360G-blf-0031004305,301079,13852,,1,,,,,,,1,1,,,1,,,,,1,,,,,,1,,,,,1,,1,,,
360G-blf-0031004298,1051885,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,
360G-blf-0031004384,1088762,9200,1,1,,,,,,,,,,,,,,,,1,1,1,,1,1,1,,,,1,,1,1,1,1,
360G-blf-0031004574,1057806,15880,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,
360G-blf-0031004573,242619,1059721,1,1,,,,,,,,,,1,,,,,1,1,1,1,,1,,1,,1,,1,1,,1,1,,
360G-blf-0031004581,306016,19017084,1,1,,,,,,,,,,,,,,1,,1,,1,1,,,,,,,,,1,,,1,1
360G-blf-0031004563,1107250,6397,,1,,,1,,,,,,,1,1,,,,,,,1,,,1,1,1,,,,1,1,1,,,
360G-blf-0031004570,1054305,4866,,1,,,,,,,,1,,,,,,,,1,,,,,,1,,,,,,1,,,,
360G-blf-0031004543,1036423,61031,,1,1,1,,,,,,,,,,,,,,1,1,1,,,,,1,,,1,,,1,,1,
360G-blf-0031004526,508814,127411,1,1,1,1,,,,,,1,,,,,,1,1,,1,1,,1,,,,,,1,1,,1,,,
360G-blf-0031004579,1070044,27169,,,,,,,,,,,,,1,,,,,1,,1,,,,1,,,,,,1,,,,
360G-blf-0031004582,1123876,2221,1,1,,1,,,,,1,1,,1,1,,,,1,1,1,1,1,1,1,1,,1,,1,,1,1,1,1,
360G-blf-0031004589,294884,694240,1,1,,,,,,,,,,,1,,,,,1,,,,1,,,,,,,,,1,,1,
360G-blf-0031004566,1059445,11388,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,
360G-blf-0031004565,1031005,11983,,1,,,,,,,1,1,,,1,,,,,1,,,,,,,,,,,,1,,,,
360G-blf-0031004564,1123340,,,1,,,1,,,,1,1,,1,1,,1,1,1,1,,1,,,,,,,,,,1,1,1,,1
360G-blf-0031004580,507694,49452,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,1,,1,,,,
360G-blf-0031004562,1123070,120065,,1,,,,,,,,,,,,,,,,1,,1,1,,,1,,,,,,1,1,,,
360G-blf-0031004600,226686,9846000,,,1,1,,,1,,,,,,,,,,,1,1,1,,,1,,,,,1,,1,,,,
360G-blf-0031004558,515965,126084,,1,,,,,,,,1,,,1,,,,,1,,1,,,,,,,,,1,,1,,,
360G-blf-0031004576,1131172,223017,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,1
360G-blf-0031004571,1092722,351247,1,1,,1,1,,,,1,1,,1,1,,,1,,1,1,1,,,,,,,,,,1,,,,
360G-blf-0031004497,701225,28374,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,1,,,,,
360G-blf-0031004533,1099385,293616,1,1,1,1,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,1,,,,
360G-blf-0031004528,1128071,105095,1,1,,,1,,,,1,1,,,1,,,,,1,1,,,,,1,,,,,1,1,1,,1,
360G-blf-0031004537,1081416,193842,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,
360G-blf-0031004524,1122625,89007,,1,1,,,,,,,,,,,,,,,1,,,,1,,1,,,,,,1,1,,,
360G-blf-0031004522,305879,38662,,1,,,,,,,,,,,,,,,,1,,,,,,1,,,,1,,,,,,
360G-blf-0031004548,1002626,101851,1,1,1,,1,1,,,,1,,1,1,,,,,1,1,1,1,1,1,,1,1,,1,1,1,1,1,1,
360G-blf-0031004549,1097886,343282,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,1,,1,1,1,1,
360G-blf-0031004483,523829,15904,,,,,,,,,,,,,,,,,1,1,1,,,,,1,,,,,1,,,,,
360G-blf-0031004550,1103200,828421,1,1,,,,,,,1,1,,,1,,,,1,1,,,,,,1,,,,1,1,1,1,,,1
360G-blf-0031004492,1160093,213942,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,
360G-blf-0031004546,508931,33056,,1,,,,,,,1,1,,1,1,,,,,1,1,1,,1,1,1,,,,1,1,,,,,
360G-blf-0031004505,303466,150588,,1,,,,,,,,1,,,,,,,,1,,,,,,,1,,,,1,1,,,,1
360G-blf-0031004349,1079262,18752,1,1,1,,,,,,1,1,,,1,,,,,1,1,1,1,,,1,,1,,,1,1,1,,,
360G-blf-0031004552,1147852,245102,1,1,,,,,,,1,1,,,,,,1,,1,1,1,,,,1,,,,,1,1,1,,,
360G-blf-0031004527,239765,25082,,1,,,,,,,1,1,,,1,,,1,,1,1,,,,,1,,,,,1,,,,,
360G-blf-0031004510,1119746,117380,,,1,1,,,,,,,,,,,,,,1,,1,,,,,,,,,,1,1,1,,
360G-blf-0031004517,1118852,,1,1,1,,1,1,,,1,,,,1,,,,1,1,1,,1,,1,,,,,,,1,1,,,1
